station_id,state,district,water_body_type,year,month,temperature,pH,dissolved_oxygen,conductivity,turbidity,bod,nitrate,fecal_coliform,water_quality_class,water_status,risk_score
STN_1194,West Bengal,South 24 Parganas,Lake,2019,12,27.69,7.77,6.64,992.57,1.63,3.2,5.12,849,Moderate,Moderate,5
STN_1195,West Bengal,Nadia,Groundwater,2021,12,26.86,7.08,6.25,713.87,2.43,2.14,2.6,1095,Safe,Moderate,3
STN_1196,Telangana,Warangal,River,2022,6,21.96,7.42,5.55,807.16,19.07,9.89,33.86,629,Polluted,Polluted,6
STN_1197,Bihar,Araria,River,2023,5,33.32,8.58,8.2,579.52,10.49,8.08,34.07,1925,Polluted,Polluted,8
STN_1198,Tamil Nadu,Dindigul,Lake,2022,12,30.16,6.87,8.3,1064.03,19.92,1.72,44.78,1131,Safe,Moderate,4
STN_1199,Andhra Pradesh,Palnadu,River,2020,6,15.35,7.6,6.62,746.18,16.6,3.64,40.43,1920,Moderate,Polluted,6
STN_1200,Andhra Pradesh,Bapatla,Groundwater,2021,6,17.14,8.67,6.74,1119.3,14.2,1.66,20.19,451,Moderate,Polluted,6
STN_1201,Maharashtra,Jalgaon,Groundwater,2021,7,17.27,8.56,3.59,1385.53,10.95,6.44,13.96,685,Polluted,Polluted,10
STN_1202,Madhya Pradesh,Satna,Groundwater,2023,8,15.82,7.28,6.68,1034.48,10.37,2.97,43.55,449,Safe,Moderate,4
STN_1203,Andhra Pradesh,Prakasam,Lake,2020,9,27.65,6.6,7.14,215.99,1.35,6.47,17.13,478,Polluted,Moderate,5
STN_1204,Telangana,Hanamkonda,Lake,2021,4,23.68,8.42,3.9,730.44,13.2,9.26,41.92,217,Polluted,Polluted,8
STN_1205,Tamil Nadu,Thanjavur,Lake,2021,3,16.36,7.5,3.23,1005.44,6.0,8.37,21.88,1653,Polluted,Polluted,8
STN_1206,Bihar,Begusarai,Groundwater,2019,8,27.04,7.96,6.38,1060.59,11.16,3.87,3.94,1528,Moderate,Polluted,6
STN_1207,Telangana,Karimnagar,Lake,2019,2,17.33,6.6,8.64,928.43,16.73,1.2,35.11,712,Safe,Moderate,4
STN_1208,Karnataka,Shivamogga,River,2021,9,18.3,7.92,8.97,1157.92,10.56,7.81,38.67,1927,Polluted,Polluted,6
STN_1209,Karnataka,Davanagere,Lake,2023,8,31.07,7.93,3.34,283.14,2.65,4.89,44.05,1778,Moderate,Polluted,7
STN_1210,Uttar Pradesh,Kanpur Nagar,River,2021,5,21.32,6.88,3.12,1278.48,17.85,5.61,11.96,887,Moderate,Polluted,8
STN_1211,Bihar,Samastipur,River,2020,6,30.98,8.72,4.05,289.54,10.07,2.45,22.24,1097,Moderate,Polluted,8
STN_1212,Tamil Nadu,Cuddalore,Groundwater,2022,7,15.79,7.69,6.51,601.25,19.22,6.19,8.2,1841,Polluted,Polluted,6
STN_1213,Maharashtra,Mumbai City,Groundwater,2021,4,17.42,8.77,5.29,1458.77,15.76,5.05,44.45,1187,Moderate,Polluted,8
STN_1214,Telangana,Nizamabad,Groundwater,2020,5,17.65,6.75,6.74,617.44,3.18,8.93,11.57,1385,Polluted,Moderate,5
STN_1215,Bihar,Siwan,Lake,2020,3,23.85,8.37,5.15,678.15,9.69,7.37,20.06,1492,Polluted,Polluted,6
STN_1216,Bihar,Saran,River,2023,1,15.94,6.87,3.41,691.58,4.14,4.31,28.97,224,Moderate,Polluted,7
STN_1217,Bihar,Patna,Lake,2022,8,17.81,6.69,4.81,1059.01,10.39,1.09,0.91,768,Moderate,Polluted,6
STN_1218,Telangana,Adilabad,Groundwater,2020,11,32.53,8.35,6.44,597.42,3.23,5.04,23.05,287,Moderate,Moderate,5
STN_1219,Maharashtra,Mumbai Suburban,Groundwater,2022,3,30.11,7.42,6.18,596.6,12.6,1.03,19.98,1047,Safe,Moderate,4
STN_1220,Tamil Nadu,Chennai,River,2020,4,21.66,7.15,8.37,1034.36,4.65,5.62,7.28,1664,Moderate,Moderate,5
STN_1221,Tamil Nadu,Coimbatore,River,2022,8,20.82,7.49,4.83,1114.52,19.41,9.59,32.03,305,Polluted,Polluted,8
STN_1222,Uttar Pradesh,Kanpur Dehat,Groundwater,2022,11,28.45,8.26,8.6,933.45,18.37,6.82,20.49,1457,Polluted,Polluted,6
STN_1223,Bihar,Gaya,Groundwater,2021,9,17.75,7.72,6.01,1213.95,14.08,1.39,7.64,1476,Safe,Moderate,4
STN_1224,Maharashtra,Pune,Lake,2022,2,30.66,8.19,8.43,1229.17,11.82,6.21,13.83,273,Polluted,Polluted,6
STN_1225,West Bengal,Murshidabad,Groundwater,2022,4,32.52,7.79,4.98,1225.81,10.5,7.55,2.0,1013,Polluted,Polluted,8
STN_1226,Madhya Pradesh,Chhindwara,River,2019,6,30.93,7.0,5.38,273.76,1.2,6.87,33.89,162,Polluted,Moderate,5
STN_1227,Bihar,Nalanda,Lake,2019,4,30.91,6.78,7.33,597.59,11.48,3.85,16.89,233,Moderate,Polluted,6
STN_1228,Karnataka,Chitradurga,Lake,2020,9,20.91,7.43,3.34,925.81,5.89,2.75,5.18,610,Moderate,Polluted,6
STN_1229,Andhra Pradesh,Nellore,Groundwater,2022,11,29.26,7.61,8.66,1485.25,9.88,1.02,9.08,441,Safe,Moderate,4
STN_1230,Rajasthan,Pali,Groundwater,2020,12,15.97,7.96,4.29,1375.1,18.71,1.67,35.91,23,Moderate,Moderate,3
STN_1231,Karnataka,Ballari,Groundwater,2023,2,34.55,6.8,6.59,642.64,15.29,3.7,26.33,1775,Moderate,Polluted,6
STN_1232,Madhya Pradesh,Khandwa,Groundwater,2023,12,17.13,7.01,8.26,560.37,9.16,1.32,33.79,1739,Safe,Moderate,4
STN_1233,Karnataka,Belagavi,Groundwater,2019,10,19.63,7.54,3.5,848.48,9.98,5.58,33.2,1390,Moderate,Polluted,8
STN_1234,Karnataka,Dharwad,River,2022,8,34.2,8.79,5.69,439.25,2.06,6.88,19.42,1110,Polluted,Polluted,7
STN_1235,Maharashtra,Nagpur,Groundwater,2023,3,28.8,7.77,6.12,551.67,3.97,6.33,31.37,982,Polluted,Moderate,5
STN_1236,Telangana,Khammam,River,2022,10,29.43,7.19,5.36,1152.64,19.64,2.0,23.71,1412,Safe,Moderate,4
STN_1237,Tamil Nadu,Madurai,River,2020,5,32.4,7.79,3.57,639.73,19.45,7.73,40.06,165,Polluted,Polluted,8
STN_1238,Bihar,Bhagalpur,River,2023,9,15.82,7.64,6.65,1157.84,19.58,3.96,1.66,1309,Moderate,Polluted,6
STN_1239,Bihar,Muzaffarpur,Lake,2022,6,31.07,6.67,4.08,1238.67,5.94,3.5,36.9,716,Moderate,Polluted,8
STN_1240,Madhya Pradesh,Ratlam,Lake,2019,3,30.38,7.62,4.39,430.57,7.24,3.99,34.17,946,Moderate,Polluted,8
STN_1241,Bihar,Darbhanga,River,2022,8,26.84,8.41,8.72,876.52,1.16,3.47,42.86,1476,Moderate,Moderate,5
STN_1242,Maharashtra,Nashik,River,2020,9,18.03,7.1,6.23,709.15,18.38,5.02,12.89,1988,Moderate,Polluted,6
STN_1243,West Bengal,Bardhaman,River,2020,1,30.0,8.2,3.77,211.75,2.94,6.57,1.4,585,Polluted,Polluted,7
STN_1244,Maharashtra,Thane,Lake,2022,2,23.2,8.37,5.89,1433.56,16.71,7.82,19.76,1767,Polluted,Polluted,6
STN_1245,Uttar Pradesh,Varanasi,Groundwater,2023,1,16.04,7.78,6.96,715.87,5.11,1.38,41.95,428,Safe,Moderate,4
STN_1246,Maharashtra,Aurangabad,River,2019,5,18.15,7.81,8.99,1433.72,11.84,9.38,31.0,1191,Polluted,Polluted,6
STN_1247,Andhra Pradesh,Kurnool,Lake,2020,7,28.56,6.74,3.25,1442.26,2.59,6.84,24.6,1973,Polluted,Polluted,7
STN_1248,Andhra Pradesh,Visakhapatnam,River,2021,7,27.15,7.17,5.14,421.47,3.6,4.55,30.6,1266,Moderate,Moderate,5
STN_1249,Tamil Nadu,Tiruchirappalli,River,2023,8,30.88,6.51,4.36,288.28,8.66,7.28,28.82,175,Polluted,Polluted,8
STN_1250,Tamil Nadu,Salem,River,2023,1,20.37,7.78,3.19,536.36,13.95,5.14,25.34,1135,Moderate,Polluted,8
STN_1251,Maharashtra,Solapur,Groundwater,2019,2,29.63,7.95,8.95,767.88,16.53,8.94,21.86,1932,Polluted,Polluted,6
STN_1252,Tamil Nadu,Erode,Groundwater,2019,7,30.22,8.34,7.4,418.11,7.69,1.79,8.44,774,Safe,Moderate,4
STN_1253,Maharashtra,Kolhapur,Groundwater,2021,4,25.64,7.33,7.78,555.87,3.82,7.32,16.02,1134,Polluted,Moderate,5
STN_1254,West Bengal,Birbhum,Groundwater,2019,10,27.8,7.84,7.19,873.43,16.21,6.34,13.51,51,Polluted,Moderate,3
STN_1255,Bihar,Purnia,Groundwater,2023,5,33.98,6.58,3.56,1310.9,6.7,7.21,22.36,189,Polluted,Polluted,8
STN_1256,Tamil Nadu,Tirunelveli,Groundwater,2020,12,18.81,8.74,3.96,327.77,16.56,2.9,39.94,734,Moderate,Polluted,8
STN_1257,Uttar Pradesh,Prayagraj,Lake,2020,11,33.54,7.06,5.16,878.08,18.21,6.68,33.13,650,Polluted,Polluted,6
STN_1258,Rajasthan,Jaipur,Lake,2021,10,25.91,6.93,6.81,719.37,13.11,8.18,13.89,109,Polluted,Polluted,6
STN_1259,Andhra Pradesh,Anakapalli,River,2023,9,16.5,8.76,4.97,700.85,13.41,3.58,24.8,952,Moderate,Polluted,10
STN_1260,Bihar,Araria,Groundwater,2021,4,32.3,7.86,8.13,729.62,10.92,6.67,34.52,82,Polluted,Moderate,3
STN_1261,Tamil Nadu,Thoothukudi,Lake,2023,3,25.19,8.04,6.1,1090.45,1.55,4.27,40.34,54,Moderate,Safe,2
STN_1262,Karnataka,Bengaluru Urban,River,2021,3,29.39,6.65,3.16,1105.66,14.22,6.58,19.87,252,Polluted,Polluted,8
STN_1263,Karnataka,Bengaluru Rural,River,2023,2,34.85,8.72,7.59,1387.94,2.47,1.62,31.85,221,Moderate,Moderate,5
STN_1264,Bihar,Begusarai,River,2023,5,23.08,8.12,4.16,1454.27,1.96,1.23,6.65,917,Moderate,Moderate,5
STN_1265,Karnataka,Mysuru,River,2020,11,31.05,6.67,4.95,862.87,1.26,2.22,27.15,454,Moderate,Moderate,5
STN_1266,Rajasthan,Jodhpur,River,2023,9,26.95,6.87,3.12,506.71,7.54,5.34,1.7,1993,Moderate,Polluted,8
STN_1267,Maharashtra,Amravati,Groundwater,2021,4,22.65,6.7,6.68,644.48,7.57,8.74,11.75,708,Polluted,Polluted,6
STN_1268,Karnataka,Mandya,River,2020,9,17.26,8.27,6.13,1075.71,16.54,5.98,10.69,1716,Moderate,Polluted,6
STN_1269,Maharashtra,Satara,Lake,2019,3,16.07,7.54,6.37,1090.24,1.88,7.91,26.19,869,Polluted,Moderate,5
STN_1270,Tamil Nadu,Vellore,Lake,2020,9,29.17,8.51,5.0,1120.35,14.51,3.45,8.89,1237,Moderate,Polluted,8
STN_1271,Maharashtra,Jalgaon,Lake,2021,9,21.31,7.29,3.69,730.42,9.43,6.64,23.13,425,Polluted,Polluted,8
STN_1272,Tamil Nadu,Dindigul,River,2023,9,16.62,8.7,7.07,987.09,17.49,8.48,5.29,356,Polluted,Polluted,8
STN_1273,Karnataka,Tumakuru,Lake,2020,3,31.85,8.75,6.88,772.64,18.19,6.18,31.59,318,Polluted,Polluted,8
STN_1274,Rajasthan,Udaipur,Lake,2022,1,15.92,8.71,3.93,638.48,2.66,2.62,18.11,354,Moderate,Polluted,7
STN_1275,Maharashtra,Mumbai City,Groundwater,2021,12,33.23,8.2,6.7,1434.48,1.77,2.61,0.93,1938,Safe,Moderate,3
STN_1276,Telangana,Mahabubnagar,Lake,2023,8,19.21,7.78,7.62,429.73,17.36,9.98,41.18,879,Polluted,Polluted,6
STN_1277,Rajasthan,Kota,River,2023,11,16.36,6.99,3.53,609.33,11.73,7.06,19.51,1856,Polluted,Polluted,8
STN_1278,Uttar Pradesh,Agra,Groundwater,2022,9,15.37,8.61,5.01,259.27,11.56,8.8,18.18,517,Polluted,Polluted,8
STN_1279,Maharashtra,Mumbai Suburban,River,2019,3,32.7,7.23,8.72,876.7,14.09,6.08,38.28,1820,Polluted,Polluted,6
STN_1280,Rajasthan,Ajmer,River,2022,2,27.14,7.74,8.09,1418.36,3.18,6.31,4.82,1154,Polluted,Moderate,5
STN_1281,Rajasthan,Bikaner,Lake,2019,9,27.69,7.02,5.31,1420.18,16.81,2.76,21.42,1638,Safe,Moderate,4
STN_1282,Uttar Pradesh,Meerut,River,2019,2,24.87,8.8,8.46,1250.74,7.13,1.71,1.45,310,Moderate,Polluted,6
STN_1283,Rajasthan,Alwar,Lake,2020,10,18.01,6.81,3.7,296.08,12.95,3.44,5.44,636,Moderate,Polluted,8
STN_1284,Uttar Pradesh,Ghaziabad,Lake,2019,7,15.5,6.89,7.26,426.95,9.88,7.04,33.77,702,Polluted,Polluted,6
STN_1285,Telangana,Hyderabad,Lake,2021,3,19.57,6.9,3.82,934.69,6.34,7.84,12.59,759,Polluted,Polluted,8
STN_1286,Rajasthan,Bharatpur,Lake,2023,12,32.61,8.26,3.88,654.96,18.1,1.49,23.04,1781,Moderate,Polluted,6
STN_1287,Karnataka,Hassan,Groundwater,2022,3,22.71,6.79,3.2,1093.15,9.21,7.07,21.83,486,Polluted,Polluted,8
STN_1288,Rajasthan,Sikar,Lake,2020,3,30.02,7.75,3.57,332.01,1.72,3.32,35.67,337,Moderate,Polluted,7
STN_1289,Maharashtra,Pune,River,2023,11,29.42,7.19,5.42,354.23,8.09,6.83,29.52,1229,Polluted,Polluted,6
STN_1290,Telangana,Rangareddy,River,2021,9,17.6,8.69,6.21,925.43,6.57,8.07,15.81,1725,Polluted,Polluted,8
STN_1291,Bihar,Samastipur,Lake,2019,7,27.9,8.28,6.03,964.65,17.85,1.19,0.64,1990,Safe,Moderate,4
STN_1292,Madhya Pradesh,Dewas,River,2020,9,34.53,6.63,3.98,650.25,15.81,7.68,18.3,1641,Polluted,Polluted,8
STN_1293,Tamil Nadu,Thanjavur,Groundwater,2022,9,22.45,8.43,4.6,200.64,14.26,7.23,25.89,824,Polluted,Polluted,8
STN_1294,Karnataka,Shivamogga,Groundwater,2020,11,17.77,7.99,5.45,850.26,10.85,1.64,17.39,1393,Safe,Moderate,4
STN_1295,Rajasthan,Chittorgarh,Lake,2021,9,32.34,8.58,6.89,774.71,12.86,1.71,8.14,55,Moderate,Moderate,3
STN_1296,Rajasthan,Bhilwara,Lake,2019,5,29.51,7.51,5.44,496.41,11.13,4.32,42.01,80,Moderate,Moderate,3
STN_1297,West Bengal,Malda,Groundwater,2022,5,18.94,8.1,7.03,1347.31,6.26,4.22,21.07,240,Moderate,Polluted,6
STN_1298,Tamil Nadu,Cuddalore,Groundwater,2023,6,19.6,7.82,7.63,602.67,11.74,6.83,33.26,1754,Polluted,Polluted,6
STN_1299,Tamil Nadu,Chennai,Groundwater,2022,12,27.4,7.04,5.71,864.95,9.94,3.29,21.34,1711,Moderate,Polluted,6
STN_1300,Rajasthan,Pali,Groundwater,2019,1,24.07,8.19,8.03,682.56,3.02,7.33,15.3,741,Polluted,Moderate,5
STN_1301,Telangana,Medchal–Malkajgiri,River,2021,7,26.24,6.58,6.52,411.74,18.8,4.01,2.19,938,Moderate,Polluted,6
STN_1302,Rajasthan,Jaipur,Lake,2020,2,28.63,7.02,7.49,732.79,16.1,6.48,19.1,1730,Polluted,Polluted,6
STN_1303,Maharashtra,Nagpur,Groundwater,2020,12,16.11,8.23,8.79,368.73,5.19,3.23,38.45,1749,Moderate,Polluted,6
STN_1304,West Bengal,Jalpaiguri,Groundwater,2023,1,34.63,8.61,4.94,1200.11,6.99,5.04,24.47,1647,Moderate,Polluted,10
STN_1305,Karnataka,Davanagere,Groundwater,2019,4,15.9,8.76,8.75,777.79,2.8,7.96,38.14,741,Polluted,Polluted,7
STN_1306,Rajasthan,Jodhpur,Groundwater,2020,6,17.02,6.55,5.01,741.83,17.59,9.04,19.32,1962,Polluted,Polluted,6
STN_1307,Andhra Pradesh,Kakinada,Lake,2019,9,27.21,7.27,8.51,1206.55,9.97,3.44,39.17,1597,Moderate,Polluted,6
STN_1308,Uttar Pradesh,Noida,Groundwater,2019,12,27.39,7.05,4.2,1415.78,11.09,1.89,5.98,611,Moderate,Polluted,6
STN_1309,Karnataka,Chitradurga,Groundwater,2019,7,18.17,7.61,5.61,630.68,18.33,1.72,1.83,1384,Safe,Moderate,4
STN_1310,Madhya Pradesh,Bhopal,Groundwater,2023,8,34.36,7.25,6.16,502.17,1.51,6.71,37.06,1950,Polluted,Moderate,5
STN_1311,Madhya Pradesh,Indore,Groundwater,2023,4,28.59,8.68,3.74,983.8,6.17,5.07,18.76,1197,Moderate,Polluted,10
STN_1312,Karnataka,Ballari,Groundwater,2020,6,19.3,7.77,5.02,574.29,2.89,1.31,13.22,557,Safe,Moderate,3
STN_1313,Uttar Pradesh,Gorakhpur,River,2022,10,32.65,7.99,7.32,1149.72,1.14,2.98,30.72,466,Safe,Moderate,3
STN_1314,Tamil Nadu,Coimbatore,Lake,2020,10,20.64,7.93,7.75,989.93,10.14,7.43,30.08,919,Polluted,Polluted,6
STN_1315,Telangana,Warangal,Groundwater,2023,3,25.46,7.9,5.14,1478.76,7.68,4.69,20.66,743,Moderate,Polluted,6
STN_1316,Uttar Pradesh,Bareilly,River,2023,1,16.42,6.86,7.28,1168.7,19.75,4.29,14.37,816,Moderate,Polluted,6
STN_1317,Tamil Nadu,Madurai,Lake,2022,10,31.47,8.64,5.77,511.85,12.66,4.69,2.8,1443,Moderate,Polluted,8
STN_1318,Tamil Nadu,Tiruchirappalli,Groundwater,2021,5,20.29,7.79,4.03,443.77,7.87,7.42,37.66,436,Polluted,Polluted,8
STN_1319,Telangana,Hanamkonda,Groundwater,2023,11,23.43,7.97,5.12,546.63,13.77,9.61,3.8,232,Polluted,Polluted,6
STN_1320,Bihar,Siwan,River,2020,9,20.34,7.23,7.9,317.45,6.41,1.91,32.57,419,Safe,Moderate,4
STN_1321,Maharashtra,Nashik,Lake,2019,7,30.59,7.34,5.99,485.8,10.14,5.86,36.22,1933,Moderate,Polluted,6
STN_1322,Telangana,Karimnagar,Groundwater,2023,11,21.07,8.21,7.81,419.81,15.2,6.19,8.82,661,Polluted,Polluted,6
STN_1323,Telangana,Nizamabad,Groundwater,2023,10,29.57,7.63,7.09,1154.19,5.32,3.8,35.97,1959,Moderate,Polluted,6
STN_1324,Karnataka,Belagavi,Groundwater,2021,6,26.05,8.63,5.74,474.6,8.38,5.84,29.74,1857,Moderate,Polluted,8
STN_1325,Uttar Pradesh,Aligarh,Groundwater,2019,1,19.91,7.84,6.62,625.95,10.53,2.94,23.18,933,Safe,Moderate,4
STN_1326,Bihar,Saran,Groundwater,2022,8,16.1,7.07,4.07,1019.0,2.16,1.15,26.79,713,Moderate,Moderate,5
STN_1327,Madhya Pradesh,Jabalpur,River,2023,9,24.25,8.23,5.73,1318.83,9.76,8.02,42.81,1157,Polluted,Polluted,6
STN_1328,Rajasthan,Udaipur,River,2022,12,23.11,8.51,6.83,1232.22,16.25,8.31,19.01,1201,Polluted,Polluted,8
STN_1329,West Bengal,Darjeeling,River,2019,12,25.49,7.07,5.72,961.2,3.87,4.26,38.94,1753,Moderate,Moderate,5
STN_1330,Telangana,Adilabad,Groundwater,2022,10,18.42,7.04,4.9,1015.95,4.22,4.12,5.15,1078,Moderate,Polluted,7
STN_1331,West Bengal,Kolkata,Groundwater,2020,9,28.86,7.85,3.52,337.89,2.36,6.84,23.67,1465,Polluted,Polluted,7
STN_1332,Andhra Pradesh,East Godavari,Groundwater,2022,3,29.53,8.71,5.77,960.85,10.69,8.41,31.92,476,Polluted,Polluted,8
STN_1333,Tamil Nadu,Salem,Groundwater,2020,11,17.5,7.02,6.28,1157.5,12.35,6.06,32.39,908,Polluted,Polluted,6
STN_1334,Bihar,Patna,Groundwater,2023,5,21.08,8.27,3.88,672.37,3.86,6.96,6.44,1362,Polluted,Polluted,7
STN_1335,Karnataka,Dharwad,Lake,2020,6,33.65,8.47,6.2,1113.93,1.38,9.97,20.79,870,Polluted,Moderate,5
STN_1336,Rajasthan,Kota,Lake,2022,3,21.68,8.02,5.64,603.12,17.46,4.72,17.24,1033,Moderate,Polluted,6
STN_1337,Telangana,Khammam,Groundwater,2021,2,27.78,7.22,4.24,336.2,19.22,8.04,5.2,791,Polluted,Polluted,8
STN_1338,Telangana,Mahabubnagar,Lake,2021,11,30.81,7.61,3.19,599.41,1.51,4.47,25.42,336,Moderate,Polluted,7
STN_1339,West Bengal,Howrah,Groundwater,2020,5,34.41,6.69,8.45,650.95,14.47,2.1,27.09,147,Safe,Moderate,4
STN_1340,Madhya Pradesh,Gwalior,Lake,2022,12,24.72,6.73,8.67,209.42,12.87,3.28,20.16,398,Moderate,Polluted,6
STN_1341,Telangana,Hyderabad,Groundwater,2020,12,16.1,7.9,3.86,372.8,9.13,7.92,31.22,1882,Polluted,Polluted,8
STN_1342,West Bengal,Hooghly,River,2022,11,22.73,6.83,8.16,847.27,9.99,7.94,31.38,1785,Polluted,Polluted,6
STN_1343,West Bengal,North 24 Parganas,River,2019,9,34.88,6.98,3.61,219.9,7.59,8.92,25.13,204,Polluted,Polluted,8
STN_1344,West Bengal,South 24 Parganas,Lake,2022,2,18.62,7.09,8.78,902.63,16.24,8.72,32.07,949,Polluted,Polluted,6
STN_1345,Uttar Pradesh,Lucknow,Lake,2021,9,24.29,6.51,7.78,587.24,6.88,2.43,24.55,442,Safe,Moderate,4
STN_1346,Bihar,Gaya,River,2023,8,32.18,8.01,6.24,1051.34,5.95,1.42,35.55,946,Safe,Moderate,4
STN_1347,Telangana,Rangareddy,River,2020,3,15.21,8.17,5.34,1207.34,10.54,7.71,31.07,1010,Polluted,Polluted,6
STN_1348,Rajasthan,Ajmer,Groundwater,2021,1,18.36,6.7,6.82,982.47,16.68,7.82,1.16,1424,Polluted,Polluted,6
STN_1349,Andhra Pradesh,West Godavari,Groundwater,2019,10,23.62,7.48,3.43,1138.01,9.42,2.59,5.51,1578,Moderate,Polluted,6
STN_1350,Madhya Pradesh,Ujjain,Lake,2023,5,31.43,6.57,5.4,536.92,13.25,2.47,25.44,1222,Safe,Moderate,4
STN_1351,West Bengal,Nadia,River,2021,4,18.27,7.86,3.31,672.7,9.92,6.56,14.97,1303,Polluted,Polluted,8
STN_1352,Maharashtra,Thane,River,2021,12,30.9,7.32,4.34,532.81,15.92,8.2,25.83,1857,Polluted,Polluted,8
STN_1353,Tamil Nadu,Erode,Groundwater,2021,11,21.5,8.05,5.91,897.19,14.86,9.66,30.23,1430,Polluted,Polluted,6
STN_1354,Telangana,Medchal–Malkajgiri,River,2021,4,19.0,6.78,5.63,1002.59,6.7,6.87,28.23,478,Polluted,Polluted,6
STN_1355,Karnataka,Bengaluru Urban,Groundwater,2021,10,26.95,6.99,3.29,1082.16,19.98,8.8,1.21,1832,Polluted,Polluted,8
STN_1356,Madhya Pradesh,Sagar,Groundwater,2020,7,30.14,8.76,6.99,1191.09,11.63,7.64,43.92,295,Polluted,Polluted,8
STN_1357,Tamil Nadu,Tirunelveli,Groundwater,2019,5,33.44,8.67,8.71,748.64,8.64,7.03,42.08,528,Polluted,Polluted,8
STN_1358,Telangana,Warangal,Groundwater,2022,9,28.57,6.62,7.64,709.18,7.08,3.28,26.33,411,Moderate,Polluted,6
STN_1359,West Bengal,Murshidabad,River,2021,10,29.68,6.9,6.83,811.58,15.5,5.15,29.0,358,Moderate,Polluted,6
STN_1360,Rajasthan,Bikaner,Lake,2023,4,21.4,6.81,4.41,1469.08,6.99,2.71,21.09,863,Moderate,Polluted,6
STN_1361,Tamil Nadu,Thoothukudi,River,2022,2,32.27,7.88,7.46,931.19,12.98,7.21,26.87,68,Polluted,Moderate,3
STN_1362,Uttar Pradesh,Kanpur Nagar,River,2020,7,15.23,6.52,7.96,718.65,6.12,5.91,37.55,773,Moderate,Polluted,6
STN_1363,Telangana,Hanamkonda,Lake,2019,11,33.46,8.05,8.98,618.72,7.19,6.68,4.62,442,Polluted,Polluted,6
STN_1364,Maharashtra,Aurangabad,Lake,2023,3,34.16,8.71,7.16,1283.44,6.08,8.06,8.92,239,Polluted,Polluted,8
STN_1365,Maharashtra,Solapur,River,2019,11,33.6,7.78,7.17,357.55,2.57,4.26,0.59,1495,Moderate,Moderate,5
STN_1366,Andhra Pradesh,Krishna,Groundwater,2020,2,19.66,8.04,6.35,966.56,9.02,1.7,43.32,313,Safe,Moderate,4
STN_1367,Bihar,Nalanda,Lake,2020,10,18.81,8.27,8.08,400.68,3.17,4.51,39.29,12,Moderate,Safe,2
STN_1368,Maharashtra,Kolhapur,Lake,2023,10,29.63,6.79,5.84,260.71,13.65,9.3,15.25,1353,Polluted,Polluted,6
STN_1369,Andhra Pradesh,Guntur,River,2022,6,34.88,6.94,4.29,935.45,15.18,1.13,29.82,544,Moderate,Polluted,6
STN_1370,Uttar Pradesh,Kanpur Dehat,River,2020,8,17.17,7.27,4.16,1057.28,2.25,3.53,6.51,1709,Moderate,Polluted,7
STN_1371,Bihar,Bhagalpur,Groundwater,2022,11,17.42,7.86,4.26,808.15,12.23,1.57,26.07,900,Moderate,Polluted,6
STN_1372,Karnataka,Bengaluru Rural,River,2021,7,31.17,6.73,4.69,287.77,2.38,1.3,33.12,1771,Moderate,Moderate,5
STN_1373,Tamil Nadu,Vellore,Groundwater,2022,8,15.99,6.68,5.71,704.02,15.07,4.61,16.48,1467,Moderate,Polluted,6
STN_1374,Karnataka,Mysuru,Groundwater,2022,9,17.11,8.55,8.48,247.83,3.85,9.8,41.39,1748,Polluted,Polluted,7
STN_1375,Andhra Pradesh,Palnadu,River,2022,9,33.7,7.8,6.7,1414.15,8.51,3.16,38.31,681,Moderate,Polluted,6
STN_1376,Tamil Nadu,Dindigul,Groundwater,2021,5,19.09,7.34,4.83,1261.58,7.85,5.43,11.23,1853,Moderate,Polluted,8
STN_1377,Rajasthan,Alwar,Lake,2019,10,17.99,7.95,5.39,1204.17,14.06,3.73,24.04,1459,Moderate,Polluted,6
STN_1378,Rajasthan,Bharatpur,River,2021,2,21.78,7.99,4.16,1213.95,8.63,7.23,19.97,1810,Polluted,Polluted,8
STN_1379,Karnataka,Mandya,Lake,2020,8,17.36,7.59,4.18,1401.31,10.6,8.59,36.5,399,Polluted,Polluted,8
STN_1380,West Bengal,Bardhaman,Groundwater,2021,6,21.84,7.31,4.92,269.07,2.96,5.89,11.69,1522,Moderate,Polluted,7
STN_1381,Rajasthan,Sikar,Groundwater,2021,12,28.39,7.66,6.53,415.88,13.62,4.01,3.9,964,Moderate,Polluted,6
STN_1382,Tamil Nadu,Thanjavur,Groundwater,2023,1,16.42,8.19,4.61,1066.63,14.05,2.02,4.13,340,Moderate,Polluted,6
STN_1383,Uttar Pradesh,Varanasi,River,2019,8,30.19,8.12,7.79,520.16,13.24,6.88,30.03,1625,Polluted,Polluted,6
STN_1384,Uttar Pradesh,Prayagraj,Lake,2019,8,15.67,6.72,4.82,1288.96,6.45,4.52,21.73,1555,Moderate,Polluted,8
STN_1385,Tamil Nadu,Cuddalore,River,2023,9,32.53,6.9,6.21,512.91,1.4,3.87,23.21,1429,Moderate,Moderate,5
STN_1386,Andhra Pradesh,Bapatla,River,2022,6,23.8,6.75,7.62,742.03,13.1,7.05,24.25,1023,Polluted,Polluted,6
STN_1387,Rajasthan,Chittorgarh,River,2022,3,20.91,6.6,8.67,767.74,19.33,3.21,18.81,1770,Moderate,Polluted,6
